Month,State,Brand,Customers,Value,Age Group,Gender,VIP Band
Aug-19,VIC,Pear,59,"24,354",35-44,F,Group B
Aug-19,VIC,Pear,121,"192,169",35-44,F,Group C
Aug-19,VIC,Pear,59,"44,278",35-44,F,Group D
Aug-19,VIC,Pear,691,"64,212",35-44,M,Group A
Aug-19,VIC,Pear,433,"335,556",35-44,M,Group B
Aug-19,VIC,Pear,346,"154,618",35-44,M,Group C
Aug-19,VIC,Pear,173,"495,640",35-44,M,Group D
Aug-19,VIC,Pear,260,"631,947",35-44,M,Group E
Aug-19,VIC,Pear,301,"31,970",45-54,F,Group A
Aug-19,VIC,Pear,241,"209,879",45-54,F,Group B
Aug-19,VIC,Pear,121,"81,031",45-54,F,Group D
Aug-19,VIC,Pear,59,"998,215",45-54,F,Group E
Aug-19,VIC,Pear,"1,037","139,486",45-54,M,Group A
Aug-19,VIC,Pear,260,"24,922",45-54,M,Group B
Aug-19,VIC,Pear,260,"461,436",45-54,M,Group C
Aug-19,VIC,Pear,88,"325,255",45-54,M,Group D
Aug-19,VIC,Pear,260,"1,465,813",45-54,M,Group E
Aug-19,VIC,Pear,116,"5,069",55-64,M,Group A
Aug-19,VIC,Pear,230,"152,090",55-64,M,Group B
Aug-19,VIC,Pear,"2,140","209,995",65+,F,Group A
Aug-19,VIC,Pear,625,"409,240",65+,F,Group B
Aug-19,VIC,Pear,445,"832,768",65+,F,Group C
Aug-19,VIC,Pear,357,"793,968",65+,F,Group D
Aug-19,VIC,Pear,535,"3,438,434",65+,F,Group E
Aug-19,VIC,Pear,"4,941","814,520",65+,M,Group A
Aug-19,VIC,Pear,"1,494","620,185",65+,M,Group B
Aug-19,VIC,Pear,575,"601,428",65+,M,Group C
Aug-19,VIC,Pear,919,"1,705,762",65+,M,Group D
Aug-19,VIC,Pear,689,"2,675,411",65+,M,Group E
Aug-19,VIC,Banana,400,"37,863",18-24,F,Group A
Aug-19,VIC,Banana,80,"12,387",18-24,F,Group B
Aug-19,VIC,Banana,161,"142,137",18-24,F,Group C
Aug-19,VIC,Banana,241,"321,547",18-24,F,Group D
Aug-19,VIC,Banana,161,"629,885",18-24,F,Group E
Aug-19,VIC,Banana,440,"75,223",18-24,M,Group A
Aug-19,VIC,Banana,343,"136,614",18-24,M,Group B
Aug-19,VIC,Banana,192,"155,229",18-24,M,Group C
Aug-19,VIC,Banana,192,"245,415",18-24,M,Group D
Aug-19,VIC,Banana,114,"752,668",18-24,M,Group E
Aug-19,VIC,Banana,762,"96,192",25-34,F,Group A
Aug-19,VIC,Banana,322,"80,150",25-34,F,Group B
Aug-19,VIC,Banana,201,"147,739",25-34,F,Group C
Aug-19,VIC,Banana,121,"131,166",25-34,F,Group D
Aug-19,VIC,Banana,161,"811,418",25-34,F,Group E
Aug-19,VIC,Banana,"1,740","279,554",25-34,M,Group A
Aug-19,VIC,Banana,840,"486,104",25-34,M,Group B
Aug-19,VIC,Banana,708,"430,173",25-34,M,Group C
Aug-19,VIC,Banana,651,"1,591,163",25-34,M,Group D
Aug-19,VIC,Banana,478,"3,082,689",25-34,M,Group E
Aug-19,VIC,Banana,421,"23,469",35-44,F,Group A
Aug-19,VIC,Banana,121,"19,482",35-44,F,Group B
Aug-19,VIC,Banana,59,"20,722",35-44,F,Group C
Aug-19,VIC,Banana,121,"737,327",35-44,F,Group E
Aug-19,VIC,Banana,606,"88,753",35-44,M,Group A
Aug-19,VIC,Banana,260,"216,160",35-44,M,Group B
Aug-19,VIC,Banana,173,"138,977",35-44,M,Group C
Aug-19,VIC,Banana,260,"605,246",35-44,M,Group E
Aug-19,VIC,Banana,121,"10,185",45-54,F,Group A
Aug-19,VIC,Banana,59,"38,966",45-54,F,Group B
Aug-19,VIC,Banana,59,"8,857",45-54,F,Group C
Aug-19,VIC,Banana,121,"13,284",45-54,F,Group D
Aug-19,VIC,Banana,88,"41,324",45-54,M,Group A
Aug-19,VIC,Banana,173,"36,873",45-54,M,Group B
Aug-19,VIC,Banana,173,"44,503",45-54,M,Group C
Aug-19,VIC,Banana,260,"133,257",45-54,M,Group D
Aug-19,VIC,Banana,88,"502,253",45-54,M,Group E
Aug-19,VIC,Banana,90,"1,312",55-64,F,Group A
Aug-19,VIC,Banana,"2,050","291,921",65+,F,Group A
Aug-19,VIC,Banana,535,"185,876",65+,F,Group B
Aug-19,VIC,Banana,178,"215,370",65+,F,Group C
Aug-19,VIC,Banana,90,"48,239",65+,F,Group D
Aug-19,VIC,Banana,357,"994,787",65+,F,Group E
Aug-19,VIC,Banana,"2,299","282,716",65+,M,Group A
Aug-19,VIC,Banana,"1,494","365,521",65+,M,Group B
Aug-19,VIC,Banana,919,"812,155",65+,M,Group C
Aug-19,VIC,Banana,689,"1,294,784",65+,M,Group D
Aug-19,VIC,Banana,346,"3,063,915",65+,M,Group E
Aug-19,VIC,Strawberry,80,"6,783",18-24,F,Group A
Aug-19,VIC,Strawberry,80,"16,750",18-24,F,Group B
Aug-19,VIC,Strawberry,80,"15,334",18-24,F,Group D
Aug-19,VIC,Strawberry,80,"111,114",18-24,F,Group E
Aug-19,VIC,Strawberry,154,"16,984",18-24,M,Group A
Aug-19,VIC,Strawberry,173,"90,186",18-24,M,Group B
Aug-19,VIC,Strawberry,95,"39,932",18-24,M,Group C
Aug-19,VIC,Strawberry,135,"234,475",18-24,M,Group D
Aug-19,VIC,Strawberry,57,"138,245",18-24,M,Group E
Aug-19,VIC,Strawberry,80,"2,950",25-34,F,Group A
Aug-19,VIC,Strawberry,80,"55,498",25-34,F,Group B
Aug-19,VIC,Strawberry,80,"58,152",25-34,F,Group C
Aug-19,VIC,Strawberry,40,"42,465",25-34,F,Group D
Aug-19,VIC,Strawberry,40,"25,419",25-34,F,Group E
Aug-19,VIC,Strawberry,651,"77,757",25-34,M,Group A
Aug-19,VIC,Strawberry,362,"155,201",25-34,M,Group B
Aug-19,VIC,Strawberry,324,"178,712",25-34,M,Group C
Aug-19,VIC,Strawberry,324,"636,246",25-34,M,Group D
Aug-19,VIC,Strawberry,324,"1,073,926",25-34,M,Group E
Aug-19,VIC,Strawberry,121,"53,135",35-44,F,Group B
Aug-19,VIC,Strawberry,121,"22,671",35-44,F,Group C
Aug-19,VIC,Strawberry,173,"15,386",35-44,M,Group A
Aug-19,VIC,Strawberry,173,"33,059",35-44,M,Group C
Aug-19,VIC,Strawberry,88,762,35-44,M,Group D
Aug-19,VIC,Strawberry,173,"1,203,497",35-44,M,Group E
Aug-19,VIC,Strawberry,59,"1,328",45-54,F,Group A
Aug-19,VIC,Strawberry,59,"44,278",45-54,F,Group C
Aug-19,VIC,Strawberry,88,"19,072",45-54,M,Group E
Aug-19,VIC,Strawberry,178,"32,770",65+,F,Group A
Aug-19,VIC,Strawberry,90,"24,643",65+,F,Group C
Aug-19,VIC,Strawberry,90,"26,217",65+,F,Group E
Aug-19,VIC,Strawberry,689,"70,638",65+,M,Group A
Aug-19,VIC,Strawberry,230,"12,673",65+,M,Group B
Aug-19,VIC,Strawberry,346,"47,316",65+,M,Group C
Aug-19,VIC,Strawberry,689,"790,355",65+,M,Group D
Aug-19,VIC,Strawberry,116,"28,220",65+,M,Group E
Aug-19,VIC,Melon,"5,935","662,617",18-24,F,Group A
Aug-19,VIC,Melon,762,"563,416",18-24,F,Group B
Aug-19,VIC,Melon,440,"442,688",18-24,F,Group C
Aug-19,VIC,Melon,561,"698,122",18-24,F,Group D
Aug-19,VIC,Melon,322,"1,834,506",18-24,F,Group E
Aug-19,VIC,Melon,"5,488","634,193",18-24,M,Group A
Aug-19,VIC,Melon,994,"684,530",18-24,M,Group B
Aug-19,VIC,Melon,632,"825,249",18-24,M,Group C
Aug-19,VIC,Melon,459,"1,292,371",18-24,M,Group D
Aug-19,VIC,Melon,497,"4,306,446",18-24,M,Group E
Aug-19,VIC,Melon,"8,703","1,014,243",25-34,F,Group A
Aug-19,VIC,Melon,"1,283","913,922",25-34,F,Group B
Aug-19,VIC,Melon,682,"867,269",25-34,F,Group C
Aug-19,VIC,Melon,481,"1,383,738",25-34,F,Group D
Aug-19,VIC,Melon,682,"5,957,413",25-34,F,Group E
Aug-19,VIC,Melon,"18,587","2,625,212",25-34,M,Group A
Aug-19,VIC,Melon,"3,804","2,700,239",25-34,M,Group B
Aug-19,VIC,Melon,"2,391","3,634,064",25-34,M,Group C
Aug-19,VIC,Melon,"1,854","4,651,692",25-34,M,Group D
Aug-19,VIC,Melon,"1,319","10,762,796",25-34,M,Group E
Aug-19,VIC,Melon,"5,118","523,638",35-44,F,Group A
Aug-19,VIC,Melon,722,"597,318",35-44,F,Group B
Aug-19,VIC,Melon,180,"227,945",35-44,F,Group C
Aug-19,VIC,Melon,121,"199,962",35-44,F,Group D
Aug-19,VIC,Melon,59,"453,412",35-44,F,Group E
Aug-19,VIC,Melon,"4,669","696,034",35-44,M,Group A
Aug-19,VIC,Melon,"1,210","748,293",35-44,M,Group B
Aug-19,VIC,Melon,606,"643,647",35-44,M,Group C
Aug-19,VIC,Melon,606,"1,952,427",35-44,M,Group D
Aug-19,VIC,Melon,518,"2,125,099",35-44,M,Group E
Aug-19,VIC,Melon,"3,071","380,530",45-54,F,Group A
Aug-19,VIC,Melon,362,"318,363",45-54,F,Group B
Aug-19,VIC,Melon,241,"292,326",45-54,F,Group C
Aug-19,VIC,Melon,301,"865,202",45-54,F,Group D
Aug-19,VIC,Melon,"3,544","392,900",45-54,M,Group A
Aug-19,VIC,Melon,952,"800,680",45-54,M,Group B
Aug-19,VIC,Melon,173,"436,007",45-54,M,Group C
Aug-19,VIC,Melon,260,"922,618",45-54,M,Group D
Aug-19,VIC,Melon,260,"1,308,908",45-54,M,Group E
Aug-19,VIC,Melon,178,"6,553",55-64,F,Group A
Aug-19,VIC,Melon,90,"6,553",55-64,F,Group D
Aug-19,VIC,Melon,575,"26,193",55-64,M,Group A
Aug-19,VIC,Melon,116,"371,773",55-64,M,Group D
Aug-19,VIC,Melon,"16,489","2,047,645",65+,F,Group A
Aug-19,VIC,Melon,"2,940","2,122,625",65+,F,Group B
Aug-19,VIC,Melon,893,"853,481",65+,F,Group C
Aug-19,VIC,Melon,178,"751,498",65+,F,Group D
Aug-19,VIC,Melon,535,"5,609,689",65+,F,Group E
Aug-19,VIC,Melon,"23,213","3,008,318",65+,M,Group A
Aug-19,VIC,Melon,"6,894","4,229,592",65+,M,Group B
Aug-19,VIC,Melon,"2,299","3,142,663",65+,M,Group C
Aug-19,VIC,Melon,"1,264","2,342,337",65+,M,Group D
Aug-19,VIC,Melon,"1,378","7,742,167",65+,M,Group E
Aug-19,VIC,Blueberry,"3,530","447,877",18-24,F,Group A
Aug-19,VIC,Blueberry,481,"307,215",18-24,F,Group B
Aug-19,VIC,Blueberry,400,"595,912",18-24,F,Group C
Aug-19,VIC,Blueberry,521,"1,096,988",18-24,F,Group D
Aug-19,VIC,Blueberry,282,"2,298,603",18-24,F,Group E
Aug-19,VIC,Blueberry,"2,391","323,676",18-24,M,Group A
Aug-19,VIC,Blueberry,840,"496,426",18-24,M,Group B
Aug-19,VIC,Blueberry,535,"674,490",18-24,M,Group C
Aug-19,VIC,Blueberry,324,"563,101",18-24,M,Group D
Aug-19,VIC,Blueberry,286,"1,403,760",18-24,M,Group E
Aug-19,VIC,Blueberry,"5,334","765,355",25-34,F,Group A
Aug-19,VIC,Blueberry,883,"823,272",25-34,F,Group B
Aug-19,VIC,Blueberry,883,"1,292,795",25-34,F,Group C
Aug-19,VIC,Blueberry,161,"536,285",25-34,F,Group D
Aug-19,VIC,Blueberry,282,"3,041,547",25-34,F,Group E
Aug-19,VIC,Blueberry,"9,332","1,406,490",25-34,M,Group A
Aug-19,VIC,Blueberry,"3,118","2,018,914",25-34,M,Group B
Aug-19,VIC,Blueberry,"2,102","3,024,449",25-34,M,Group C
Aug-19,VIC,Blueberry,"1,740","4,224,866",25-34,M,Group D
Aug-19,VIC,Blueberry,"1,281","11,723,560",25-34,M,Group E
Aug-19,VIC,Blueberry,"4,034","649,743",35-44,F,Group A
Aug-19,VIC,Blueberry,"1,023","805,604",35-44,F,Group B
Aug-19,VIC,Blueberry,301,"374,685",35-44,F,Group C
Aug-19,VIC,Blueberry,121,"505,837",35-44,F,Group D
Aug-19,VIC,Blueberry,121,"814,461",35-44,F,Group E
Aug-19,VIC,Blueberry,"4,065","804,112",35-44,M,Group A
Aug-19,VIC,Blueberry,606,"475,678",35-44,M,Group B
Aug-19,VIC,Blueberry,691,"956,567",35-44,M,Group C
Aug-19,VIC,Blueberry,433,"1,333,193",35-44,M,Group D
Aug-19,VIC,Blueberry,606,"9,642,860",35-44,M,Group E
Aug-19,VIC,Blueberry,"1,686","223,341",45-54,F,Group A
Aug-19,VIC,Blueberry,241,"144,969",45-54,F,Group B
Aug-19,VIC,Blueberry,301,"651,338",45-54,F,Group C
Aug-19,VIC,Blueberry,121,"69,961",45-54,F,Group D
Aug-19,VIC,Blueberry,59,"877,866",45-54,F,Group E
Aug-19,VIC,Blueberry,"3,459","439,184",45-54,M,Group A
Aug-19,VIC,Blueberry,779,"592,022",45-54,M,Group B
Aug-19,VIC,Blueberry,433,"648,095",45-54,M,Group C
Aug-19,VIC,Blueberry,518,"1,665,188",45-54,M,Group D
Aug-19,VIC,Blueberry,260,"690,056",45-54,M,Group E
Aug-19,VIC,Blueberry,90,"170,539",55-64,F,Group C
Aug-19,VIC,Blueberry,90,"4,237,120",55-64,F,Group E
Aug-19,VIC,Blueberry,459,"39,712",55-64,M,Group A
Aug-19,VIC,Blueberry,346,"239,795",55-64,M,Group B
Aug-19,VIC,Blueberry,116,"310,937",55-64,M,Group C
Aug-19,VIC,Blueberry,230,"899,014",55-64,M,Group D
Aug-19,VIC,Blueberry,"13,549","1,693,851",65+,F,Group A
Aug-19,VIC,Blueberry,"2,675","1,532,227",65+,F,Group B
Aug-19,VIC,Blueberry,893,"1,318,825",65+,F,Group C
Aug-19,VIC,Blueberry,357,"1,207,010",65+,F,Group D
Aug-19,VIC,Blueberry,445,"5,432,464",65+,F,Group E
Aug-19,VIC,Blueberry,"17,351","2,834,767",65+,M,Group A
Aug-19,VIC,Blueberry,"4,711","3,101,936",65+,M,Group B
Aug-19,VIC,Blueberry,"2,299","3,738,682",65+,M,Group C
Aug-19,VIC,Blueberry,"1,610","4,657,130",65+,M,Group D
Aug-19,VIC,Blueberry,"1,378","16,736,365",65+,M,Group E
Aug-19,VIC,Grapefruit,360,"47,240",18-24,F,Group A
Aug-19,VIC,Grapefruit,40,"2,358",18-24,F,Group B
Aug-19,VIC,Grapefruit,40,589,18-24,F,Group C
Aug-19,VIC,Grapefruit,80,"103,505",18-24,F,Group D
Aug-19,VIC,Grapefruit,173,"32,621",18-24,M,Group A
Aug-19,VIC,Grapefruit,114,"36,445",18-24,M,Group B
Aug-19,VIC,Grapefruit,19,"32,732",18-24,M,Group C
Aug-19,VIC,Grapefruit,19,843,18-24,M,Group D
Aug-19,VIC,Grapefruit,241,"20,523",25-34,F,Group A
Aug-19,VIC,Grapefruit,201,"129,751",25-34,F,Group B
Aug-19,VIC,Grapefruit,362,"42,041",25-34,M,Group A
Aug-19,VIC,Grapefruit,95,"69,094",25-34,M,Group B
Aug-19,VIC,Grapefruit,57,"40,495",25-34,M,Group C
Aug-19,VIC,Grapefruit,95,"234,953",25-34,M,Group D
Aug-19,VIC,Grapefruit,38,"14,342",25-34,M,Group E
Aug-19,VIC,Grapefruit,59,"1,328",35-44,F,Group A
Aug-19,VIC,Grapefruit,59,"24,797",35-44,F,Group C
Aug-19,VIC,Grapefruit,88,"76,928",35-44,M,Group C
Aug-19,VIC,Grapefruit,59,"5,313",45-54,F,Group A
Aug-19,VIC,Grapefruit,59,"96,528",45-54,F,Group C
Aug-19,VIC,Grapefruit,88,"141,266",45-54,M,Group C
Aug-19,VIC,Grapefruit,"1,425","216,286",65+,F,Group A
Aug-19,VIC,Grapefruit,178,"95,690",65+,F,Group B
Aug-19,VIC,Grapefruit,178,"132,393",65+,F,Group C
Aug-19,VIC,Grapefruit,"2,069","311,107",65+,M,Group A
Aug-19,VIC,Grapefruit,346,"221,712",65+,M,Group B
Aug-19,VIC,Grapefruit,116,"185,042",65+,M,Group C
Aug-19,VIC,Grapefruit,230,"458,801",65+,M,Group D
Aug-19,WA,Apple,73,"4,775",18-24,F,Group A
Aug-19,WA,Apple,50,"42,723",18-24,F,Group B
Aug-19,WA,Apple,24,"44,338",18-24,F,Group C
Aug-19,WA,Apple,97,"63,078",18-24,F,Group D
Aug-19,WA,Apple,552,"49,141",18-24,M,Group A
Aug-19,WA,Apple,137,"79,767",18-24,M,Group B
Aug-19,WA,Apple,137,"70,524",18-24,M,Group C
Aug-19,WA,Apple,92,"246,281",18-24,M,Group D
Aug-19,WA,Apple,161,"635,869",18-24,M,Group E
Aug-19,WA,Apple,391,"21,577",25-34,F,Group A
Aug-19,WA,Apple,50,"19,709",25-34,F,Group B
Aug-19,WA,Apple,24,"37,051",25-34,F,Group C
Aug-19,WA,Apple,24,"8,975",25-34,F,Group E
Aug-19,WA,Apple,"1,399","204,524",25-34,M,Group A
Aug-19,WA,Apple,459,"291,509",25-34,M,Group B
Aug-19,WA,Apple,275,"331,915",25-34,M,Group C
Aug-19,WA,Apple,137,"293,938",25-34,M,Group D
Aug-19,WA,Apple,343,"2,115,340",25-34,M,Group E
Aug-19,WA,Apple,445,"41,284",35-44,F,Group A
Aug-19,WA,Apple,166,"90,003",35-44,F,Group B
Aug-19,WA,Apple,223,"541,086",35-44,F,Group D
Aug-19,WA,Apple,855,"182,220",35-44,M,Group A
Aug-19,WA,Apple,497,"329,493",35-44,M,Group B
Aug-19,WA,Apple,142,"278,379",35-44,M,Group C
Aug-19,WA,Apple,142,"454,059",35-44,M,Group D
Aug-19,WA,Apple,71,"234,117",35-44,M,Group E
Aug-19,WA,Apple,54,"77,660",45-54,F,Group E
Aug-19,WA,Apple,426,"90,771",45-54,M,Group A
Aug-19,WA,Apple,36,"36,047",45-54,M,Group B
Aug-19,WA,Apple,36,"34,058",45-54,M,Group C
Aug-19,WA,Apple,71,"287,063",45-54,M,Group E
Aug-19,WA,Apple,59,"17,394",55-64,F,Group E
Aug-19,WA,Apple,592,"88,616",65+,F,Group A
Aug-19,WA,Apple,237,"83,832",65+,F,Group B
Aug-19,WA,Apple,59,"30,003",65+,F,Group C
Aug-19,WA,Apple,59,"116,443",65+,F,Group D
Aug-19,WA,Apple,"1,430","204,962",65+,M,Group A
Aug-19,WA,Apple,253,"234,155",65+,M,Group B
Aug-19,WA,Apple,253,"116,150",65+,M,Group C
Aug-19,WA,Apple,168,"605,857",65+,M,Group D
Aug-19,WA,Apple,168,"750,208",65+,M,Group E
Aug-19,WA,Orange,585,"64,729",18-24,F,Group A
Aug-19,WA,Orange,73,"56,580",18-24,F,Group B
Aug-19,WA,Orange,97,"113,877",18-24,F,Group C
Aug-19,WA,Orange,97,"180,258",18-24,F,Group D
Aug-19,WA,Orange,734,"112,549",18-24,M,Group A
Aug-19,WA,Orange,185,"78,753",18-24,M,Group B
Aug-19,WA,Orange,206,"217,410",18-24,M,Group C
Aug-19,WA,Orange,92,"209,685",18-24,M,Group D
Aug-19,WA,Orange,45,"898,711",18-24,M,Group E
Aug-19,WA,Orange,975,"131,791",25-34,F,Group A
Aug-19,WA,Orange,73,"56,364",25-34,F,Group B
Aug-19,WA,Orange,24,"37,875",25-34,F,Group C
Aug-19,WA,Orange,50,"152,182",25-34,F,Group D
Aug-19,WA,Orange,24,"170,457",25-34,F,Group E
Aug-19,WA,Orange,"1,491","169,313",25-34,M,Group A
Aug-19,WA,Orange,620,"409,423",25-34,M,Group B
Aug-19,WA,Orange,253,"178,655",25-34,M,Group C
Aug-19,WA,Orange,412,"797,190",25-34,M,Group D
Aug-19,WA,Orange,206,"1,739,713",25-34,M,Group E
Aug-19,WA,Orange,556,"86,407",35-44,F,Group A
Aug-19,WA,Orange,223,"89,513",35-44,F,Group B
Aug-19,WA,Orange,111,"133,247",35-44,F,Group C
Aug-19,WA,Orange,54,"16,350",35-44,F,Group E
Aug-19,WA,Orange,"1,920","239,245",35-44,M,Group A
Aug-19,WA,Orange,249,"149,992",35-44,M,Group B
Aug-19,WA,Orange,213,"187,765",35-44,M,Group C
Aug-19,WA,Orange,284,"723,439",35-44,M,Group D
Aug-19,WA,Orange,71,"5,549,994",35-44,M,Group E
Aug-19,WA,Orange,277,"22,481",45-54,F,Group A
Aug-19,WA,Orange,54,"40,874",45-54,F,Group E
Aug-19,WA,Orange,568,"57,707",45-54,M,Group A
Aug-19,WA,Orange,71,"13,080",45-54,M,Group B
Aug-19,WA,Orange,36,"8,632",45-54,M,Group C
Aug-19,WA,Orange,36,"128,595",45-54,M,Group D
Aug-19,WA,Orange,85,"77,804",55-64,M,Group B
Aug-19,WA,Orange,85,"210,282",55-64,M,Group C
Aug-19,WA,Orange,"1,714","116,531",65+,F,Group A
Aug-19,WA,Orange,237,"82,354",65+,F,Group B
Aug-19,WA,Orange,59,"72,875",65+,F,Group C
Aug-19,WA,Orange,237,"478,384",65+,F,Group D
Aug-19,WA,Orange,59,"248,192",65+,F,Group E
Aug-19,WA,Orange,"2,102","321,484",65+,M,Group A
Aug-19,WA,Orange,504,"341,645",65+,M,Group B
Aug-19,WA,Orange,336,"472,390",65+,M,Group C
Aug-19,WA,Orange,168,"10,514",65+,M,Group D
Aug-19,WA,Orange,253,"5,810,193",65+,M,Group E
Aug-19,WA,Pear,268,"22,259",18-24,F,Group A
Aug-19,WA,Pear,24,"32,275",18-24,F,Group B
Aug-19,WA,Pear,97,"94,959",18-24,F,Group C
Aug-19,WA,Pear,24,"2,692",18-24,F,Group D
Aug-19,WA,Pear,24,"154,015",18-24,F,Group E
Aug-19,WA,Pear,710,"61,722",18-24,M,Group A
Aug-19,WA,Pear,253,"125,738",18-24,M,Group B
Aug-19,WA,Pear,92,"82,870",18-24,M,Group C
Aug-19,WA,Pear,69,"135,518",18-24,M,Group D
Aug-19,WA,Pear,92,"175,047",18-24,M,Group E
Aug-19,WA,Pear,561,"58,519",25-34,F,Group A
Aug-19,WA,Pear,123,"68,176",25-34,F,Group B
Aug-19,WA,Pear,97,"139,763",25-34,F,Group C
Aug-19,WA,Pear,50,"104,542",25-34,F,Group D
Aug-19,WA,Pear,50,"477,480",25-34,F,Group E
Aug-19,WA,Pear,"1,286","210,564",25-34,M,Group A
Aug-19,WA,Pear,552,"340,414",25-34,M,Group B
Aug-19,WA,Pear,343,"430,872",25-34,M,Group C
Aug-19,WA,Pear,367,"870,920",25-34,M,Group D
Aug-19,WA,Pear,298,"1,772,429",25-34,M,Group E
Aug-19,WA,Pear,223,"22,155",35-44,F,Group A
Aug-19,WA,Pear,111,"17,249",35-44,F,Group B
Aug-19,WA,Pear,54,"33,353",35-44,F,Group C
Aug-19,WA,Pear,54,"57,387",35-44,F,Group D
Aug-19,WA,Pear,"1,565","210,052",35-44,M,Group A
Aug-19,WA,Pear,213,"135,868",35-44,M,Group B
Aug-19,WA,Pear,213,"308,096",35-44,M,Group C
Aug-19,WA,Pear,178,"282,930",35-44,M,Group D
Aug-19,WA,Pear,142,"610,957",35-44,M,Group E
Aug-19,WA,Pear,166,"21,255",45-54,F,Group A
Aug-19,WA,Pear,111,"917,615",45-54,F,Group E
Aug-19,WA,Pear,284,"43,947",45-54,M,Group A
Aug-19,WA,Pear,71,"51,270",45-54,M,Group B
Aug-19,WA,Pear,71,"7,848",45-54,M,Group C
Aug-19,WA,Pear,36,"94,745",45-54,M,Group E
Aug-19,WA,Pear,59,"195,668",55-64,F,Group E
Aug-19,WA,Pear,85,"24,740",55-64,M,Group A
Aug-19,WA,Pear,"1,184","149,576",65+,F,Group A
Aug-19,WA,Pear,178,"136,619",65+,F,Group B
Aug-19,WA,Pear,237,"327,329",65+,F,Group C
Aug-19,WA,Pear,118,"28,523",65+,F,Group D
Aug-19,WA,Pear,"1,009","178,738",65+,M,Group A
Aug-19,WA,Pear,"1,009","629,977",65+,M,Group B
Aug-19,WA,Pear,421,"392,112",65+,M,Group C
Aug-19,WA,Pear,589,"1,330,338",65+,M,Group D
Aug-19,WA,Pear,336,"1,562,266",65+,M,Group E
Aug-19,WA,Banana,147,"23,909",18-24,F,Group A
Aug-19,WA,Banana,50,"23,085",18-24,F,Group B
Aug-19,WA,Banana,50,"11,705",18-24,F,Group C
Aug-19,WA,Banana,322,"29,207",18-24,M,Group A
Aug-19,WA,Banana,161,"59,328",18-24,M,Group B
Aug-19,WA,Banana,137,"207,022",18-24,M,Group C
Aug-19,WA,Banana,92,"300,347",18-24,M,Group D
Aug-19,WA,Banana,92,"260,413",18-24,M,Group E
Aug-19,WA,Banana,244,"28,613",25-34,F,Group A
Aug-19,WA,Banana,24,"16,515",25-34,F,Group B
Aug-19,WA,Banana,123,"28,433",25-34,F,Group C
Aug-19,WA,Banana,97,"153,259",25-34,F,Group D
Aug-19,WA,Banana,50,"138,039",25-34,F,Group E
Aug-19,WA,Banana,826,"107,660",25-34,M,Group A
Aug-19,WA,Banana,230,"96,024",25-34,M,Group B
Aug-19,WA,Banana,206,"186,176",25-34,M,Group C
Aug-19,WA,Banana,367,"427,938",25-34,M,Group D
Aug-19,WA,Banana,391,"2,879,074",25-34,M,Group E
Aug-19,WA,Banana,111,"2,862",35-44,F,Group A
Aug-19,WA,Banana,54,"6,539",35-44,F,Group B
Aug-19,WA,Banana,223,"206,084",35-44,F,Group C
Aug-19,WA,Banana,54,"240,583",35-44,F,Group D
Aug-19,WA,Banana,54,"40,711",35-44,F,Group E
Aug-19,WA,Banana,462,"32,280",35-44,M,Group A
Aug-19,WA,Banana,320,"112,691",35-44,M,Group B
Aug-19,WA,Banana,107,"15,329",35-44,M,Group C
Aug-19,WA,Banana,142,"124,881",35-44,M,Group D
Aug-19,WA,Banana,71,"116,197",35-44,M,Group E
Aug-19,WA,Banana,54,"1,636",45-54,F,Group A
Aug-19,WA,Banana,142,"17,787",45-54,M,Group A
Aug-19,WA,Banana,107,"66,966",45-54,M,Group B
Aug-19,WA,Banana,71,"15,642",45-54,M,Group C
Aug-19,WA,Banana,85,"18,554",55-64,M,Group C
Aug-19,WA,Banana,592,"120,705",65+,F,Group A
Aug-19,WA,Banana,118,"205,232",65+,F,Group D
Aug-19,WA,Banana,59,"178,274",65+,F,Group E
Aug-19,WA,Banana,336,"75,084",65+,M,Group A
Aug-19,WA,Banana,421,"164,761",65+,M,Group B
Aug-19,WA,Banana,336,"417,593",65+,M,Group C
Aug-19,WA,Banana,253,"103,657",65+,M,Group D
Aug-19,WA,Banana,85,"37,356",65+,M,Group E
Aug-19,WA,Strawberry,50,"8,400",18-24,F,Group A
Aug-19,WA,Strawberry,50,"33,890",18-24,F,Group C
Aug-19,WA,Strawberry,24,168,18-24,M,Group A
Aug-19,WA,Strawberry,45,"5,734",18-24,M,Group B
Aug-19,WA,Strawberry,114,"83,140",18-24,M,Group C
Aug-19,WA,Strawberry,45,"13,828",18-24,M,Group D
Aug-19,WA,Strawberry,92,"739,076",18-24,M,Group E
Aug-19,WA,Strawberry,50,"6,103",25-34,F,Group A
Aug-19,WA,Strawberry,24,"26,208",25-34,F,Group B
Aug-19,WA,Strawberry,24,717,25-34,F,Group C
Aug-19,WA,Strawberry,24,"9,011",25-34,F,Group D
Aug-19,WA,Strawberry,161,"18,921",25-34,M,Group A
Aug-19,WA,Strawberry,137,"23,746",25-34,M,Group B
Aug-19,WA,Strawberry,114,"60,541",25-34,M,Group C
Aug-19,WA,Strawberry,137,"51,975",25-34,M,Group D
Aug-19,WA,Strawberry,161,"1,680,757",25-34,M,Group E
Aug-19,WA,Strawberry,54,"4,086",35-44,F,Group B
Aug-19,WA,Strawberry,54,"6,622",35-44,F,Group C
